"X" "Y"
673860.38 4613040.776
673867.449 4613018.756
673794.648 4612995.278
673781.3595 4613036.4785
673794.6995 4613040.778
673854.2305 4613059.9265
673860.38 4613040.776
673792.699 4613027.798
673819.6695 4613036.5075
673822.0695 4613029.0775
673798.279 4613021.388
673796.759 4613026.068
673793.589 4613025.028
673796.219 4613016.838
673796.679 4613016.988
673797.4985 4613014.378
673797.0685 4613014.238
673799.2085 4613007.618
673795.6085 4613006.458
673796.1585 4613004.758
673798.5585 4613005.548
673798.4285 4613005.948
673801.4285 4613006.928
673801.6485 4613006.248
673814.3785 4613010.3575
673814.1585 4613011.0475
673817.1785 4613012.0175
673817.3985 4613011.3275
673829.809 4613015.327
673829.599 4613015.967
673832.889 4613017.017
673833.089 4613016.387
673845.489 4613020.3865
673845.269 4613021.0765
673848.699 4613022.1865
673848.919 4613021.4965
673854.979 4613023.446
673856.089 4613019.986
673857.939 4613020.576
673857.249 4613022.716
673856.759 4613022.556
673855.7395 4613025.726
673856.3195 4613025.916
673852.3795 4613038.1165
673851.8695 4613037.9565
673850.75 4613041.5065
673851.24 4613041.6665
673849.31 4613047.6465
673853.19 4613048.8965
673852.55 4613050.8665
673849.79 4613049.9665
673849.97 4613049.4065
673847.25 4613048.5265
673847.04 4613049.1765
673834.01 4613044.977
673834.16 4613044.507
673831.2595 4613043.567
673831.11 4613044.037
673818.6195 4613040.0175
673818.7995 4613039.4475
673815.6295 4613038.4275
673815.4495 4613038.9975
673802.8695 4613034.948
673803.0395 4613034.408
673800.0195 4613033.448
673799.8495 4613033.978
673793.549 4613031.938
673792.5295 4613035.098
673790.5795 4613034.478
673791.239 4613032.428
673791.719 4613032.578
673792.669 4613029.638
673792.159 4613029.478
673792.699 4613027.798
