"X" "Y"
676653.5025 4612415.481
676656.227 4612410.9735
676656.313 4612410.831
676657.963 4612408.111
676661.373 4612408.191
676664.733 4612408.271
676664.783 4612406.461
676664.793 4612406.091
676665.056 4612396.6805
676665.0625 4612396.4405
676665.2225 4612390.8305
676665.2825 4612388.8705
676665.2865 4612388.7005
676665.2925 4612388.4205
676665.562 4612378.9305
676665.5635 4612378.8705
676665.622 4612376.8505
676662.002 4612376.7615
676661.952 4612376.7605
676659.272 4612376.691
676657.752 4612373.861
676655.9525 4612374.822
676655.842 4612374.881
676655.502 4612375.061
676654.632 4612375.521
676651.762 4612377.061
676651.7105 4612377.0885
676647.312 4612379.441
676647.082 4612379.571
676640.622 4612383.0215
676640.3525 4612383.1525
676640.272 4612383.1915
676632.982 4612386.9415
676631.912 4612387.4915
676631.572 4612387.6715
676631.532 4612387.692
676629.832 4612388.5615
676631.382 4612391.5015
676629.7425 4612394.1515
676629.7235 4612394.182
676629.1825 4612395.0615
676629.1285 4612395.149
676627.0205 4612398.5805
676625.1825 4612401.572
676651.913 4612418.111
676653.5025 4612415.481
