"X" "Y"
676777.737 4615222.349
676819.787 4615221.928
676825.217 4615221.8675
676825.197 4615212.2175
676822.667 4615212.188
676822.587 4615210.358
676816.537 4615210.368
676816.557 4615212.128
676812.107 4615212.078
676811.987 4615210.368
676805.9965 4615210.378
676806.027 4615212.0185
676801.437 4615211.9685
676801.4365 4615210.3785
676795.4065 4615210.3885
676795.4165 4615211.9085
676791.0065 4615211.8585
676790.9965 4615210.3885
676784.9965 4615210.389
676784.9665 4615211.799
676779.4365 4615211.739
676779.5165 4615210.399
676777.6265 4615210.399
676777.6365 4615211.719
676777.6665 4615214.539
676775.7365 4615214.489
676775.757 4615222.339
676774.827 4615222.329
676774.817 4615224.829
676777.757 4615224.819
676777.737 4615222.349
