"X" "Y"
677255.7 4611848.61
677264.28 4611862.05
677266.26 4611860.78
677271.52 4611869.02
677273.08 4611871.46
677276.732 4611869.1325
677277.85 4611868.42
677278.11 4611868.83
677278.81 4611868.38
677278.89 4611868.33
677281.7 4611866.54
677283.53 4611865.37
677283.86 4611865.92
677288.32 4611863.07
677288.54 4611863.42
677293.134 4611860.4905
677294.06 4611859.9
677292.68 4611857.74
677275.1 4611830.21
677274.1685 4611830.8005
677270.6685 4611832.7405
677269.629 4611833.318
677265.8085 4611835.4405
677265.759 4611835.468
677262.8985 4611837.057
677264.64 4611839.78
677266.64 4611842.91
677262.88 4611845.3
677261.86 4611843.71
677261.27 4611844.09
677258.3815 4611839.563
677257.9825 4611839.7845
677253.1185 4611842.481
677252.2885 4611842.941
677252.1295 4611843.0295
677255.7 4611848.61
677271.11 4611849.92
677275.08 4611856.13
677270.74 4611858.89
677266.77 4611852.69
677271.11 4611849.92
