"X" "Y"
675585.366 4613678.1275
675585.449 4613678.5915
675585.536 4613679.0775
675585.846 4613680.7975
675585.876 4613680.9675
675586.076 4613682.0775
675586.111 4613682.2735
675586.642 4613685.2265
675587.3035 4613688.908
675587.3465 4613689.1475
675587.9465 4613692.4675
675588.1665 4613692.8275
675591.3165 4613692.0575
675598.3465 4613690.327
675601.6465 4613689.517
675600.9665 4613685.947
675598.996 4613675.627
675598.356 4613672.267
675594.926 4613672.957
675588.376 4613674.2675
675584.796 4613674.9875
675585.366 4613678.1275
