"X" "Y"
676316.981 4612318.1005
676317.4085 4612322.5405
676321.5785 4612322.1005
676321.6665 4612322.0565
676321.2285 4612317.6205
676323.7185 4612317.34
676325.1585 4612320.31
676325.8885 4612319.95
676325.4585 4612317.14
676329.9885 4612316.63
676329.1085 4612307.75
676328.538 4612301.92
676325.309 4612302.228
676325.278 4612301.88
676325.258 4612301.63
676318.968 4612302.2305
676318.988 4612302.4805
676319.019 4612302.8285
676315.538 4612303.1605
676316.9685 4612317.9705
676316.981 4612318.1005
676320.8385 4612310.4305
676321.2485 4612314.6505
676320.4585 4612314.7205
676320.0485 4612310.5005
676320.8385 4612310.4305
676324.7285 4612314.32
676324.3185 4612310.1
676325.2285 4612310.01
676325.6385 4612314.23
676324.7285 4612314.32
