"X" "Y"
677377.155 4614396.398
677380.425 4614401.3775
677383.185 4614405.5775
677385.245 4614408.7175
677390.7955 4614417.1675
677394.7325 4614423.1535
677395.7345 4614422.496
677399.913 4614419.7535
677407.774 4614414.595
677413.335 4614410.946
677416.6855 4614408.7465
677420.055 4614406.5355
677423.303 4614404.404
677428.966 4614400.688
677432.238 4614398.5405
677435.686 4614396.2775
677438.9535 4614394.1335
677441.82 4614392.2525
677441.2005 4614391.309
677435.436 4614382.525
677432.2665 4614377.6945
677425.4645 4614382.1665
677425.0645 4614381.5565
677424.6045 4614381.8365
677398.335 4614399.077
677396.015 4614395.5475
677394.545 4614393.3175
677392.8845 4614390.7875
677393.9645 4614390.0975
677390.7445 4614384.3175
677390.0445 4614382.9975
677388.5345 4614384.1475
677386.2345 4614385.8975
677384.3645 4614387.3375
677383.6545 4614387.8075
677383.1745 4614387.0775
677382.8845 4614386.6375
677379.8145 4614388.3775
677375.3945 4614390.888
677374.0345 4614391.658
677377.155 4614396.398
