"X" "Y"
677714.7795 4612474.3895
677718.7495 4612485.4195
677720.0295 4612488.9895
677721.64 4612493.4495
677736.85 4612491.709
677736.7845 4612490.7985
677736.4425 4612486.049
677737.2895 4612485.969
677736.6895 4612477.569
677735.838 4612477.649
677735.482 4612472.699
677735.339 4612470.719
677732.9495 4612470.962
677732.869 4612470.109
677728.089 4612470.539
677728.169 4612471.4385
677725.879 4612471.639
677722.1985 4612472.175
677722.069 4612471.269
677719.149 4612471.6795
677714.479 4612473.5395
677714.7795 4612474.3895
