"X" "Y"
675220.8475 4612030.2595
675220.895 4612030.331
675225.1555 4612036.751
675225.245 4612036.881
675227.8855 4612040.711
675228.656 4612040.2015
675250.585 4612025.7005
675249.0045 4612023.301
675248.925 4612023.1805
675248.025 4612021.8105
675248.165 4612021.7205
675246.4915 4612019.293
675246.455 4612019.2405
675246.305 4612019.0305
675245.395 4612017.7205
675244.955 4612017.0805
675243.7345 4612015.3105
675242.6945 4612013.8005
675242.2345 4612013.1405
675240.9945 4612014.0405
675237.3835 4612016.3985
675237.3345 4612016.4305
675235.835 4612017.4105
675233.2835 4612019.0785
675230.435 4612020.941
675226.405 4612023.571
675223.365 4612025.561
675223.2745 4612025.62
675222.995 4612025.801
675219.435 4612028.131
675220.8475 4612030.2595
