"X" "Y"
675413.2255 4615701.1685
675415.3555 4615701.2115
675420.3255 4615701.312
675422.4455 4615701.3545
675425.7755 4615701.4215
675429.4755 4615701.4965
675429.9455 4615701.506
675435.3155 4615701.6145
675443.3755 4615701.777
675448.8525 4615701.8875
675448.8755 4615700.8205
675451.2355 4615700.8705
675451.6455 4615700.8805
675451.6225 4615701.9435
675451.9655 4615701.9505
675457.0455 4615702.051
675465.1255 4615702.21
675467.446 4615702.2485
675470.496 4615702.2985
675474.696 4615702.3675
675476.896 4615702.4035
675480.206 4615702.4585
675483.656 4615702.5155
675486.356 4615702.56
675488.156 4615702.5895
675489.106 4615702.6045
675493.286 4615702.671
675495.796 4615702.711
675498.816 4615702.759
675503.696 4615702.8365
675509.116 4615702.9225
675519.456 4615703.0875
675519.486 4615701.6585
675520.776 4615701.6885
675520.9455 4615694.0785
675521.0655 4615688.9085
675519.7855 4615688.8785
675520.0355 4615678.0085
675520.1805 4615665.718
675520.205 4615663.658
675509.775 4615663.441
675504.465 4615663.33
675498.4645 4615663.205
675493.0545 4615663.0925
675491.0445 4615663.0505
675485.5245 4615662.9355
675479.8345 4615662.817
675474.3645 4615662.7025
675472.4545 4615662.663
675467.0145 4615662.55
675463.4945 4615662.4765
675463.275 4615673.46
675466.035 4615673.53
675466.025 4615674.1
675471.535 4615674.2395
675471.545 4615673.6495
675474.695 4615673.7195
675474.675 4615674.3095
675480.075 4615674.4495
675480.085 4615673.8395
675482.585 4615673.8895
675484.685 4615673.9295
675484.665 4615674.5595
675490.075 4615674.699
675490.095 4615674.049
675493.435 4615674.119
675493.415 4615674.779
675498.855 4615674.909
675498.875 4615674.239
675503.815 4615674.339
675503.795 4615675.039
675506.705 4615675.1085
675506.725 4615674.4085
675508.935 4615674.4485
675508.865 4615678.0585
675508.6155 4615689.5585
675508.5455 4615692.6585
675507.0955 4615692.6385
675507.1255 4615691.3085
675503.5055 4615691.229
675502.0955 4615691.199
675502.0655 4615692.529
675500.1955 4615692.489
675500.2255 4615691.159
675495.6055 4615691.059
675487.3655 4615690.8895
675483.0355 4615690.7895
675483.0055 4615692.2195
675481.1455 4615692.1795
675481.1755 4615690.7495
675476.8155 4615690.6595
675468.6855 4615690.48
675464.2155 4615690.39
675464.1855 4615691.71
675462.5555 4615691.67
675462.5855 4615690.35
675455.8255 4615690.2105
675455.925 4615685.87
675452.045 4615685.7805
675444.695 4615685.6105
675444.665 4615686.7205
675444.5955 4615689.9605
675437.8455 4615689.821
675437.8155 4615691.141
675436.4655 4615691.121
675436.4955 4615689.691
675432.095 4615689.601
675423.875 4615689.431
675419.545 4615689.3415
675419.515 4615690.7415
675417.305 4615690.7015
675417.335 4615689.2915
675412.225 4615689.1915
675412.195 4615690.5915
675410.345 4615690.5515
675410.415 4615687.5315
675410.6745 4615675.3615
675410.7445 4615672.2815
675412.8345 4615672.3315
675412.8145 4615673.1515
675415.8645 4615673.2215
675415.8845 4615672.3915
675420.8745 4615672.501
675420.8545 4615673.331
675426.4345 4615673.451
675426.4545 4615672.621
675429.3945 4615672.681
675429.375 4615673.491
675434.955 4615673.611
675434.975 4615672.781
675437.295 4615672.8205
675437.3945 4615667.7605
675437.4545 4615664.9605
675437.5145 4615661.9345
675434.6745 4615661.876
675429.3345 4615661.7645
675427.4245 4615661.7245
675422.0545 4615661.6125
675415.9145 4615661.4845
675413.8445 4615661.4415
675410.4445 4615661.371
675400.3445 4615661.162
675400.3 4615663.322
675400.0295 4615676.432
675399.848 4615685.242
675399.6155 4615696.532
675399.5855 4615698.522
675399.5355 4615700.892
675410.0355 4615701.104
675413.2255 4615701.1685
