"X" "Y"
676679.4455 4613135.943
676681.155 4613138.8135
676684.145 4613143.8135
676687.155 4613148.8635
676690.9755 4613154.103
676694.3555 4613158.903
676697.0155 4613162.673
676700.136 4613167.473
676703.206 4613172.193
676706.246 4613177.223
676708.196 4613180.433
676711.279 4613177.8975
676712.7215 4613176.711
676716.428 4613173.663
676718.694 4613171.8
676718.946 4613171.5925
676717.267 4613169.012
676717.176 4613168.8725
676715.416 4613166.1725
676714.416 4613164.6425
676715.196 4613164.2025
676717.4355 4613162.6925
676717.3455 4613162.3625
676716.0065 4613160.5715
676713.4855 4613162.1925
676700.075 4613141.413
676702.845 4613139.593
676701.665 4613137.593
676701.355 4613137.053
676700.965 4613136.253
676700.635 4613135.593
676699.535 4613134.053
676698.8645 4613133.123
676698.4645 4613132.463
676698.1445 4613131.923
676697.7425 4613131.244
676697.3745 4613130.623
676697.0745 4613129.983
676696.5545 4613130.273
676695.3945 4613128.143
676693.2345 4613125.133
676690.7565 4613126.9555
676690.6645 4613127.023
676689.5945 4613127.803
676689.1445 4613126.943
676688.606 4613127.176
676688.1745 4613127.363
676685.4745 4613128.903
676685.6945 4613129.513
676682.9245 4613131.1835
676682.443 4613131.4715
676681.9045 4613131.7935
676681.755 4613131.8845
676678.2845 4613133.9935
676679.4455 4613135.943
