"X" "Y"
673682.7125 4612490.089
673720.1725 4612488.018
673719.9425 4612483.908
673720.2125 4612483.918
673720.0725 4612481.168
673719.7825 4612481.218
673719.7625 4612480.828
673713.0325 4612481.278
673713.0025 4612480.888
673710.1425 4612481.148
673710.1325 4612481.478
673706.4325 4612481.6885
673706.4025 4612481.3685
673703.8525 4612481.5285
673703.8725 4612481.8385
673701.4425 4612481.9885
673701.4225 4612481.6385
673698.5325 4612481.8085
673698.4925 4612482.1885
673694.9125 4612482.3285
673694.9125 4612482.0085
673691.9725 4612482.129
673691.9925 4612482.519
673688.3725 4612482.699
673688.3125 4612482.329
673685.3725 4612482.519
673685.4225 4612482.939
673682.4625 4612483.059
673682.6125 4612487.359
673682.2325 4612487.389
673682.3125 4612487.129
673679.6225 4612487.339
673679.6325 4612487.549
673675.7225 4612487.7295
673675.7225 4612487.4195
673672.8025 4612487.6095
673672.8425 4612487.9295
673666.1225 4612488.3295
673666.1425 4612488.7195
673665.7025 4612488.6795
673665.8025 4612491.3695
673666.2625 4612491.3795
673666.5325 4612495.4995
673682.8625 4612494.349
673682.7125 4612490.089
