"X" "Y"
677932.5505 4612945.965
677933.144 4612951.4245
677933.604 4612955.5145
677934.0845 4612959.8645
677940.6245 4612959.104
677940.6645 4612959.0995
677940.7745 4612960.054
677951.3745 4612958.844
677951.2655 4612957.8875
677951.3845 4612957.874
677956.6445 4612957.2735
677956.144 4612952.8335
677955.684 4612948.8135
677955.6795 4612948.774
677955.0705 4612943.314
677955.064 4612943.2535
677954.514 4612938.3535
677942.264 4612939.794
677931.994 4612941.0045
677932.544 4612945.9045
677932.5505 4612945.965
