"X" "Y"
676895.204 4611354.8965
676895.992 4611354.679
676900.1295 4611353.5445
676902.192 4611352.979
676904.672 4611352.299
676904.987 4611352.214
676909.142 4611351.089
676909.902 4611353.879
676910.7225 4611357.049
676910.9925 4611358.099
676911.3755 4611359.585
676924.1975 4611358.4245
676940.9665 4611357.204
676941.2885 4611359.867
676943.204 4611375.7075
676944.6865 4611387.6395
676945.0495 4611391.146
676950.7195 4611390.5375
676951.073 4611392.7715
676952.246 4611392.6225
676952.9255 4611398.199
676954.204 4611398.3275
676956.0055 4611398.5125
676958.584 4611398.7775
676966.394 4611399.5875
676960.342 4611336.3335
676931.136 4611338.0945
676931.732 4611344.258
676932.4825 4611352.098
676916.662 4611353.0485
676916.602 4611352.5685
676916.517 4611351.7275
676915.852 4611345.1385
676915.2745 4611339.4255
676915.237 4611339.053
676879.905 4611341.183
676879.9285 4611341.5565
676881.0225 4611358.8595
676883.702 4611358.1295
676884.292 4611357.9595
676891.512 4611355.9295
676893.702 4611355.3095
676895.204 4611354.8965
