"X" "Y"
677522.4125 4614618.9785
677523.912 4614621.5145
677532.6685 4614616.41
677535.574 4614614.717
677538.8525 4614612.806
677546.81 4614602.762
677548.8815 4614600.1475
677551.8505 4614596.4005
677553.5825 4614594.2145
677555.31 4614592.0345
677558.2745 4614588.2925
677560.346 4614585.6775
677560.7435 4614585.1755
677565.047 4614579.7445
677572.0885 4614570.8565
677574.357 4614567.9925
677572.5305 4614565.123
677570.485 4614561.994
677568.4565 4614560.387
677564.4775 4614554.272
677562.622 4614551.42
677558.5545 4614545.1685
677556.7025 4614546.3735
677547.1405 4614552.595
677555.4905 4614565.3635
677555.3105 4614569.0435
677553.8905 4614570.8235
677549.561 4614576.2235
677544.091 4614583.0535
677542.351 4614585.234
677540.611 4614587.404
677529.1815 4614601.684
677516.5915 4614609.1345
677522.4125 4614618.9785
