"X" "Y"
674496.937 4613232.4515
674497.038 4613232.488
674500.2475 4613233.651
674500.3485 4613233.6875
674503.9985 4613235.0075
674506.3785 4613235.8775
674509.1495 4613236.885
674509.2385 4613236.9175
674510.1085 4613237.2275
674515.9685 4613239.357
674517.439 4613235.357
674517.7785 4613235.487
674518.4685 4613235.737
674520.3685 4613230.557
674519.6885 4613230.307
674519.3435 4613230.175
674520.798 4613226.217
674514.178 4613223.777
674514.1485 4613223.766
674508.948 4613221.8475
674508.847 4613221.8105
674505.308 4613220.5075
674504.648 4613220.2575
674503.828 4613219.9575
674501.818 4613219.2175
674501.7465 4613219.191
674500.848 4613218.8575
674496.928 4613217.4075
674492.108 4613230.698
674496.937 4613232.4515
