"X" "Y"
674280.6505 4612926.8085
674281.8685 4612931.723
674289.4285 4612930.2625
674296.2675 4612928.847
674297.448 4612928.6025
674305.268 4612926.992
674303.928 4612921.7225
674302.428 4612915.9525
674300.315 4612907.7305
674297.0075 4612905.5985
674291.7175 4612906.5325
674283.6575 4612907.813
674285.768 4612915.993
674285.9145 4612916.567
674286.008 4612916.933
674286.068 4612917.193
674286.718 4612919.703
674294.5665 4612918.448
674295.073 4612921.6795
674290.197 4612922.492
674283.8135 4612923.5345
674283.294 4612920.3515
674283.128 4612920.383
674279.238 4612921.123
674279.528 4612922.273
674280.208 4612925.023
674280.6505 4612926.8085
