"X" "Y"
676669.3255 4615181.532
676673.9055 4615181.622
676674.005 4615176.992
676675.485 4615177.022
676679.625 4615177.112
676681.205 4615177.142
676681.1155 4615181.7635
676685.6655 4615181.86
676685.7355 4615181.8615
676690.2355 4615181.9415
676690.3255 4615181.9435
676690.4155 4615177.3215
676691.7155 4615177.3515
676691.785 4615174.1115
676690.485 4615174.0815
676690.575 4615169.6915
676691.875 4615169.7215
676691.935 4615166.6215
676690.635 4615166.6015
676690.735 4615161.764
676690.575 4615161.7615
676686.385 4615161.7015
676686.085 4615161.695
676685.925 4615161.6915
676681.515 4615161.614
676681.425 4615166.4215
676679.805 4615166.382
676675.695 4615166.302
676674.225 4615166.272
676674.325 4615161.5025
676674.275 4615161.502
676669.7645 4615161.4245
676669.6145 4615161.422
676665.5845 4615161.362
676665.507 4615166.102
676665.4565 4615169.192
676665.384 4615173.592
676665.332 4615176.7725
676665.2555 4615181.4525
676669.3255 4615181.532
