"X" "Y"
674480.8035 4612886.3855
674480.8175 4612886.347
674482.1765 4612882.636
674482.2275 4612882.4965
674483.6805 4612878.5375
674483.7175 4612878.4365
674485.9175 4612872.4465
674484.958 4612872.095
674478.1875 4612869.6155
674478.477 4612868.837
674465.577 4612864.107
674465.286 4612864.89
674458.6465 4612862.4585
674457.607 4612862.0775
674455.397 4612868.0975
674455.371 4612868.169
674453.887 4612872.2075
674453.861 4612872.279
674452.4775 4612876.0475
674452.0675 4612877.1875
674450.6575 4612881.0175
674478.928 4612891.517
674480.068 4612888.387
674480.8035 4612886.3855
