"X" "Y"
676324.482 4610769.443
676326.822 4610768.553
676334.322 4610765.6725
676330.0315 4610753.6425
676328.2615 4610748.6525
676326.3515 4610747.1525
676319.1615 4610746.233
676316.0015 4610745.833
676314.6515 4610756.523
676314.261 4610759.623
676314.124 4610760.714
676314.042 4610761.363
676313.672 4610764.323
676313.532 4610765.443
676315.032 4610765.393
676318.822 4610765.243
676318.942 4610767.673
676319.022 4610769.413
676319.112 4610771.073
676320.582 4610770.633
676323.782 4610769.663
676324.482 4610769.443
