"X" "Y"
674485.264 4613116.999
674485.4045 4613117.0575
674485.9565 4613117.2825
674490.496 4613119.1345
674490.675 4613119.2075
674496.8045 4613121.7185
674500.415 4613123.197
674500.587 4613122.7175
674501.195 4613122.947
674503.485 4613116.547
674502.884 4613116.3165
674503.0845 4613115.757
674499.514 4613114.398
674493.2345 4613112.0075
674493.146 4613111.9735
674488.5735 4613110.2305
674488.0145 4613110.0175
674487.8755 4613109.9655
674486.6345 4613113.2975
674487.3345 4613113.5575
674486.9545 4613114.5875
674486.2545 4613114.3275
674486.0145 4613114.9675
674482.422 4613113.6265
674481.7145 4613115.5375
674484.7345 4613116.7775
674485.264 4613116.999
