"X" "Y"
674977.8545 4612370.25
674979.9345 4612373.3395
674981.1345 4612375.1295
674990.215 4612388.6695
674990.445 4612389.0095
674995.225 4612396.1295
674998.445 4612393.8795
675000.155 4612396.5095
674996.945 4612398.6895
675000.4055 4612403.8395
675000.9755 4612404.6995
675002.9655 4612407.659
675017.9255 4612397.7785
675013.315 4612390.899
675011.165 4612387.679
675010.295 4612388.219
675009.245 4612386.609
675001.8345 4612375.229
675002.5545 4612374.649
674997.344 4612366.819
674996.274 4612365.209
674992.924 4612360.1595
674990.984 4612357.2295
674975.854 4612367.26
674977.8545 4612370.25
674990.6945 4612368.8695
674994.4245 4612374.4995
674989.3845 4612377.7895
674985.6045 4612372.1995
674990.6945 4612368.8695
674998.2245 4612380.229
675001.785 4612385.609
674996.855 4612388.8295
674993.2745 4612383.5295
674998.2245 4612380.229
