"X" "Y"
676894.944 4610759.746
676894.344 4610760.726
676895.784 4610761.586
676896.384 4610760.626
676899.224 4610762.146
676903.734 4610754.666
676904.364 4610753.616
676904.804 4610752.896
676905.244 4610752.176
676905.244 4610752.166
676906.804 4610749.586
676907.834 4610747.8855
676911.6835 4610741.4755
676909.1035 4610741.1555
676903.234 4610750.916
676903.734 4610751.216
676902.794 4610752.736
676897.404 4610749.546
676897.394 4610749.536
676896.404 4610751.216
676892.274 4610758.186
676894.944 4610759.746
