"X" "Y"
676193.3085 4612574.361
676197.276 4612577.485
676201.586 4612580.885
676205.786 4612584.205
676205.825 4612584.236
676209.106 4612586.8245
676218.226 4612575.4145
676215.086 4612572.8745
676214.9755 4612572.785
676214.176 4612572.1345
676210.7155 4612569.3245
676209.9355 4612568.6945
676206.4055 4612565.8245
676202.5455 4612562.695
676198.7355 4612559.605
676198.1355 4612560.345
676196.4255 4612562.455
676195.6855 4612563.365
676195.5555 4612563.525
676192.418 4612567.397
676192.3955 4612567.425
676191.7955 4612568.165
676191.7465 4612568.2255
676190.2425 4612570.0825
676189.3255 4612571.215
676191.9155 4612573.265
676193.1355 4612574.225
676193.3085 4612574.361
