"X" "Y"
675528.847 4612722.615
675534.8975 4612725.625
675538.3075 4612727.325
675541.447 4612721.0845
675542.517 4612718.9745
675542.817 4612718.3645
675543.387 4612717.2345
675545.907 4612712.2345
675548.457 4612707.1845
675542.5865 4612704.1945
675535.8365 4612700.755
675535.6065 4612701.195
675533.9865 4612704.445
675533.2565 4612705.925
675532.257 4612707.925
675531.787 4612708.865
675529.477 4612713.495
675529.017 4612714.415
675528.087 4612716.275
675527.107 4612718.245
675525.707 4612721.055
675528.847 4612722.615
