"X" "Y"
676441.137 4613734.9665
676443.8515 4613738.743
676444.5415 4613738.493
676446.5315 4613741.8025
676453.3915 4613737.6125
676450.2815 4613734.1225
676448.5415 4613732.1725
676448.1315 4613731.4825
676445.7915 4613727.5625
676443.811 4613725.0025
676442.871 4613723.773
676444.661 4613722.5725
676441.761 4613719.133
676438.771 4613715.583
676435.291 4613718.543
676436.701 4613720.023
676438.301 4613718.503
676440.021 4613720.393
676438.491 4613721.853
676437.881 4613721.263
676436.9515 4613722.1035
676434.641 4613724.193
676437.1015 4613727.213
676436.1015 4613727.873
676436.0115 4613727.943
676436.6315 4613728.533
676437.9615 4613730.763
676438.5015 4613731.683
676438.7615 4613732.113
676439.6815 4613732.823
676439.7115 4613732.983
676441.137 4613734.9665
