"X" "Y"
675750.7665 4613690.6515
675753.0455 4613689.9675
675753.37 4613689.87
675757.557 4613688.613
675759.757 4613687.9525
675760.9665 4613687.5915
675762.137 4613687.2425
675762.937 4613690.3825
675762.968 4613690.5025
675768.7875 4613688.8045
675770.567 4613688.312
675768.995 4613682.9525
675768.6725 4613681.8535
675768.047 4613679.722
675766.86 4613675.691
675766.786 4613675.4395
675766.1765 4613673.372
675765.4665 4613670.952
675758.6965 4613672.2025
675758.6465 4613672.2125
675759.557 4613675.3125
675753.647 4613677.0525
675753.877 4613677.8225
675750.887 4613678.7025
675750.557 4613678.7325
675750.117 4613678.8325
675749.697 4613679.0025
675749.537 4613679.1025
675747.0395 4613679.832
675748.297 4613684.063
675748.3015 4613684.079
675750.297 4613690.7925
675750.7665 4613690.6515
