"X" "Y"
676251.5775 4611630.8495
676255.0975 4611627.709
676260.5075 4611622.859
676267.8575 4611616.269
676269.4575 4611614.8285
676272.457 4611612.1585
676265.867 4611606.259
676263.097 4611603.859
676261.047 4611606.749
676258.327 4611610.289
676257.697 4611611.109
676251.4575 4611619.2195
676250.2775 4611620.7595
676249.0775 4611622.3195
676248.6275 4611622.8795
676248.0875 4611623.5195
676247.3875 4611624.3295
676246.2275 4611625.6995
676246.0075 4611625.9695
676242.2375 4611630.6895
676240.6075 4611632.7395
676242.548 4611634.3195
676247.248 4611634.4495
676247.538 4611634.4395
676248.358 4611633.7495
676251.5775 4611630.8495
