"X" "Y"
673630.441 4613107.7635
673639.531 4613110.613
673643.561 4613111.873
673643.724 4613111.364
673645.1645 4613106.861
673646.251 4613107.213
673648.1005 4613101.463
673647.003 4613101.114
673648.404 4613096.734
673648.5805 4613096.183
673642.1905 4613094.232
673642.1605 4613094.223
673639.0005 4613093.253
673635.4205 4613092.162
673635.3905 4613092.153
673632.4105 4613091.2435
673631.8905 4613092.8735
673630.7805 4613096.3435
673628.1205 4613104.6835
673627.441 4613106.8235
673630.441 4613107.7635
