"X" "Y"
676845.975 4611771.1545
676848.7975 4611774.3545
676850.198 4611775.9425
676852.188 4611778.1985
676854.439 4611780.75
676856.3465 4611782.913
676856.47 4611783.0525
676857.841 4611784.607
676860.334 4611787.4335
676861.4495 4611786.43
676861.775 4611786.137
676863.915 4611784.2125
676865.356 4611782.913
676865.445 4611782.8325
676866.035 4611782.3125
676870.9295 4611777.9095
676871.9465 4611776.9945
676872.299 4611776.678
676872.978 4611776.067
676873.3415 4611775.74
676874.095 4611775.062
676870.2595 4611770.723
676867.3945 4611767.482
676867.2775 4611767.349
676867.0155 4611767.052
676866.84 4611766.853
676866.027 4611765.931
676864.374 4611764.056
676861.632 4611760.9465
676860.2445 4611759.3725
676859.0255 4611760.1685
676858.1845 4611760.7175
676855.1605 4611762.6925
676850.5045 4611765.7325
676849.7345 4611766.2325
676849.0385 4611766.689
676847.8445 4611767.4725
676845.867 4611768.764
676844.5975 4611769.593
676845.975 4611771.1545
676859.0425 4611766.356
676859.8975 4611765.613
676860.388 4611766.1695
676862.165 4611768.184
676863.374 4611769.5545
676860.997 4611771.6515
676858.6555 4611768.9965
676857.5205 4611767.7095
676859.0425 4611766.356
