"X" "Y"
674280.264 4612786.2525
674280.934 4612786.5025
674284.384 4612787.2325
674284.574 4612786.672
674288.084 4612788.072
674288.474 4612788.232
674289.484 4612788.632
674296.204 4612790.592
674299.054 4612783.192
674297.484 4612782.592
674298.504 4612779.902
674296.2235 4612778.972
674296.7635 4612777.502
674297.0235 4612776.792
674292.9935 4612775.312
674292.7335 4612775.992
674289.9435 4612774.992
674290.2035 4612774.292
674287.6235 4612773.342
674283.6835 4612771.882
674283.4535 4612772.642
674281.0735 4612771.6625
674279.3635 4612776.2725
674276.244 4612784.7425
674280.264 4612786.2525
