"X" "Y"
675699.8855 4610965.972
675700.0855 4610967.242
675700.7955 4610971.832
675707.8455 4610970.852
675708.3155 4610973.912
675701.2755 4610974.882
675701.4655 4610976.092
675702.566 4610983.072
675702.686 4610983.892
675706.776 4610983.332
675710.996 4610982.742
675715.576 4610982.1115
675720.356 4610981.4515
675720.406 4610980.4515
675719.7055 4610972.3215
675712.8955 4610973.2715
675712.4155 4610970.2115
675720.9855 4610969.0315
675720.3155 4610964.4115
675719.8155 4610960.9415
675714.9055 4610961.6415
675704.6155 4610963.122
675699.5555 4610963.852
675699.8855 4610965.972
