"X" "Y"
675425.4975 4612390.8465
675425.647 4612393.0365
675427.628 4612394.016
675427.6835 4612394.099
675427.907 4612396.1965
675429.7735 4612397.2085
675432.407 4612401.1265
675432.617 4612400.9865
675437.7265 4612397.6755
675437.207 4612396.8965
675439.607 4612395.3365
675440.126 4612396.125
675440.247 4612396.0465
675445.647 4612392.546
675445.867 4612392.416
675442.2555 4612386.957
675439.9655 4612383.4965
675436.2665 4612377.9065
675430.7765 4612381.6965
675430.6645 4612381.774
675431.2365 4612382.6365
675428.8665 4612384.2365
675428.319 4612383.4
675422.9765 4612387.0965
675425.4975 4612390.8465
675437.007 4612391.3865
675434.587 4612392.9565
675431.207 4612387.8165
675433.6165 4612386.2465
675434.1565 4612387.0665
675433.637 4612387.4065
675435.937 4612390.8965
675436.457 4612390.5565
675437.007 4612391.3865
