"X" "Y"
677103.724 4611711.435
677106.6545 4611725.245
677128.8445 4611720.574
677127.864 4611715.844
677125.994 4611706.794
677123.9935 4611697.114
677121.0235 4611697.7745
677120.8535 4611696.9745
677115.4935 4611698.2045
677115.6835 4611698.9245
677109.9935 4611700.1145
677109.8235 4611699.3445
677104.3335 4611700.525
677104.5235 4611701.305
677101.7135 4611701.885
677103.724 4611711.435
677110.884 4611709.9245
677107.674 4611710.605
677107.044 4611707.585
677110.234 4611706.8745
677110.884 4611709.9245
677111.304 4611712.0945
677112.254 4611716.5845
677109.094 4611717.305
677108.134 4611712.785
677111.304 4611712.0945
677122.014 4611707.5745
677118.774 4611708.2645
677118.164 4611705.2545
677121.394 4611704.5345
677122.014 4611707.5745
