"X" "Y"
674689.151 4613635.724
674690.0515 4613641.654
674690.4715 4613644.414
674691.2115 4613649.314
674691.3815 4613650.454
674692.1515 4613655.484
674692.732 4613659.334
674693.052 4613661.424
674693.502 4613664.374
674696.072 4613663.964
674699.212 4613663.4635
674701.652 4613663.0735
674704.872 4613662.5635
674707.402 4613662.1535
674706.962 4613659.2235
674706.402 4613655.4635
674706.0515 4613653.1535
674705.5915 4613650.1035
674705.3215 4613648.2735
674704.1715 4613640.6935
674703.9815 4613639.3735
674694.7715 4613640.884
674694.441 4613638.884
674700.151 4613637.9735
674703.681 4613637.4135
674703.091 4613633.5135
674702.221 4613627.6735
674701.991 4613626.1935
674688.041 4613628.394
674689.151 4613635.724
