"X" "Y"
675150.9115 4612254.464
675151.5215 4612255.354
675151.55 4612255.396
675150.7215 4612255.944
675153.5615 4612260.104
675154.3895 4612259.5555
675155.582 4612261.324
675158.4315 4612259.384
675158.491 4612259.3435
675161.1215 4612257.544
675161.1515 4612257.5235
675164.2915 4612255.374
675165.1415 4612254.804
675165.249 4612254.7305
675169.7015 4612251.6835
675167.8615 4612248.9135
675165.7415 4612245.7135
675165.7215 4612245.6835
675163.851 4612242.854
675159.7615 4612245.554
675159.749 4612245.562
675159.2315 4612244.804
675157.0515 4612246.244
675157.5515 4612247.014
675157.1315 4612247.294
675155.277 4612248.5205
675154.7515 4612247.754
675152.4915 4612249.254
675153.013 4612250.016
675152.5315 4612250.334
675151.5615 4612250.974
675151.0615 4612251.304
675150.5715 4612253.964
675150.9115 4612254.464
