"X" "Y"
674422.729 4612612.8175
674429.429 4612598.237
674430.279 4612598.647
674444.508 4612567.7665
674443.638 4612567.2865
674450.2275 4612552.776
674451.1875 4612553.226
674456.957 4612540.756
674458.457 4612537.496
674451.157 4612534.166
674448.127 4612540.756
674444.1875 4612549.3265
674443.2575 4612548.9265
674436.058 4612564.6065
674436.938 4612565.0665
674423.3985 4612594.657
674422.4185 4612594.407
674415.189 4612610.2175
674416.079 4612610.6675
674402.17 4612640.798
674409.42 4612644.158
674423.599 4612613.3275
674422.729 4612612.8175
