"X" "Y"
677231.734 4611035.498
677228.794 4611037.168
677228.244 4611036.398
677226.574 4611038.098
677220.304 4611037.488
677219.8745 4611040.668
677215.945 4611069.7685
677215.885 4611070.2185
677216.915 4611070.3285
677231.005 4611071.818
677242.6955 4611073.0575
677242.8555 4611071.6075
677244.9255 4611071.1875
677245.425 4611065.7775
677243.505 4611065.7175
677244.035 4611060.8275
677245.195 4611062.5275
677252.1455 4611070.2675
677260.6155 4611069.127
677250.455 4611057.3675
677246.145 4611053.8075
677240.8845 4611049.4575
677235.1145 4611040.668
677231.734 4611035.498
