"X" "Y"
678236.38 4614116.2805
678236.38 4614116.3805
678236.61 4614121.091
678236.64 4614121.611
678236.78 4614124.601
678236.79 4614124.811
678236.81 4614125.191
678236.83 4614125.611
678240.68 4614125.4205
678240.64 4614124.6305
678242.55 4614124.5205
678242.54 4614124.3105
678242.49 4614123.1905
678242.4 4614121.3305
678242.38 4614120.8105
678242.15 4614116.1005
678242.14 4614116.0005
678241.97 4614112.4405
678241.9495 4614112.1005
678239.6995 4614112.2005
678236.1895 4614112.3805
678236.38 4614116.2805
