"X" "Y"
675845.2215 4611149.1485
675846.4215 4611148.9685
675847.0415 4611153.0285
675845.8315 4611153.2085
675844.9515 4611153.3385
675846.132 4611161.1985
675847.282 4611161.0285
675847.372 4611161.6005
675853.582 4611160.7985
675853.4525 4611159.9385
675852.9315 4611156.4885
675852.913 4611156.368
675852.457 4611153.369
675853.5515 4611153.2085
675852.2415 4611144.5385
675851.1495 4611144.709
675850.438 4611139.979
675850.241 4611138.6685
675849.901 4611136.4285
675847.521 4611136.7885
675845.551 4611137.0885
675846.081 4611140.4485
675843.391 4611140.8085
675843.8915 4611143.9785
675844.7215 4611149.2285
675845.2215 4611149.1485
