"X" "Y"
674423.8085 4612866.355
674423.857 4612866.2185
674426.4465 4612859.1385
674429.1865 4612851.658
674426.458 4612850.661
674426.703 4612850.0575
674421.3935 4612848.1485
674421.191 4612848.737
674420.2365 4612848.3885
674418.5265 4612847.7685
674415.9665 4612854.8885
674415.2265 4612856.9285
674414.6565 4612858.5185
674413.2765 4612862.3285
674413.2275 4612862.4645
674411.757 4612866.559
674413.097 4612867.0485
674418.737 4612869.1485
674422.307 4612870.4785
674423.547 4612867.0885
674423.8085 4612866.355
