"X" "Y"
677782.3785 4614466.3845
677784.7885 4614470.346
677787.1385 4614473.016
677787.6185 4614473.546
677787.6735 4614473.607
677787.0785 4614474.606
677788.9985 4614475.746
677788.8085 4614476.076
677790.849 4614478.046
677795.869 4614481.0255
677796.5215 4614479.9305
677801.279 4614482.7455
677805.8385 4614475.1655
677805.8985 4614475.0655
677811.5185 4614465.705
677811.5485 4614465.655
677814.6985 4614460.405
677820.038 4614451.535
677819.548 4614451.265
677808.308 4614444.645
677804.6175 4614442.475
677803.579 4614441.863
677803.4475 4614441.7855
677798.378 4614438.7945
677793.8375 4614436.1155
677793.6865 4614436.027
677786.3175 4614431.6955
677784.0975 4614434.966
677783.311 4614436.2995
677782.6675 4614435.916
677779.9675 4614440.456
677780.5775 4614440.816
677778.9975 4614443.476
677779.5775 4614443.816
677778.4975 4614445.626
677779.3675 4614446.144
677778.758 4614450.636
677779.048 4614455.996
677779.0795 4614456.1215
677777.878 4614456.416
677779.8885 4614464.626
677780.3885 4614464.506
677780.9385 4614466.736
677782.3785 4614466.3845
