"X" "Y"
674743.321 4613631.3025
674744.4615 4613638.7625
674744.5715 4613639.4925
674744.6015 4613639.6925
674744.7515 4613640.6625
674745.6715 4613646.7525
674745.7515 4613647.2825
674745.8215 4613647.7625
674746.542 4613652.4325
674747.082 4613656.0225
674756.702 4613654.632
674757.432 4613654.522
674759.292 4613652.142
674757.8115 4613642.282
674755.241 4613625.092
674754.401 4613619.452
674750.651 4613620.032
674745.311 4613620.852
674741.811 4613621.3925
674743.131 4613630.0425
674743.261 4613630.9125
674743.321 4613631.3025
