"X" "Y"
675247.244 4611322.627
675246.674 4611322.757
675246.164 4611323.027
675245.714 4611323.4775
675245.424 4611323.9875
675245.284 4611324.6675
675245.344 4611325.3075
675245.584 4611325.8675
675245.954 4611326.3375
675246.484 4611326.6975
675247.124 4611326.897
675247.744 4611326.887
675248.364 4611326.697
675248.794 4611326.417
675249.134 4611326.057
675249.374 4611325.657
675249.514 4611325.247
675249.564 4611324.677
675249.474 4611324.127
675249.214 4611323.587
675248.814 4611323.137
675248.294 4611322.807
675247.764 4611322.647
675247.244 4611322.627
