"X" "Y"
677053.77 4613303.0115
677053.811 4613302.983
677054.164 4613302.699
677056.371 4613300.923
677057.0705 4613300.441
677057.1405 4613300.3925
677061.421 4613297.4425
677065.591 4613294.7125
677062.781 4613290.6825
677062.671 4613290.5225
677059.1305 4613286.2025
677053.121 4613290.683
677050.9405 4613292.312
677045.371 4613296.473
677045.3015 4613296.5235
677041.881 4613299.013
677038.201 4613301.9435
677041.8415 4613306.6735
677047.001 4613303.073
677049.131 4613301.853
677049.871 4613302.883
677051.2415 4613304.793
677053.151 4613303.443
677053.77 4613303.0115
