"X" "Y"
673611.28 4612827.71
673610.68 4612829.8
673626.13 4612834.86
673626.82 4612832.75
673635.74 4612835.62
673639.14 4612825.72
673646.58 4612828.06
673651.68 4612812.53
673650.43 4612812.05
673652.96 4612804.31
673644.72 4612801.65
673637.44 4612799.29
673622.47 4612794.45
673619.75 4612793.57
673614.76 4612791.96
673610.43 4612790.56
673606.94 4612789.43
673604.54 4612797.1
673603.21 4612796.74
673598.23 4612812.28
673605.84 4612814.86
673602.61 4612824.92
673611.28 4612827.71
673621.23 4612802.56
673633.71 4612806.61
673628.64 4612822.42
673616.07 4612818.31
673621.23 4612802.56
