"X" "Y"
676226.6185 4613207.8225
676233.14 4613203.8165
676235.4345 4613202.4065
676231.5845 4613195.4365
676230.5445 4613193.5665
676231.818 4613192.853
676232.3645 4613192.5465
676233.9545 4613191.6465
676239.713 4613188.408
676242.4545 4613186.8665
676244.8745 4613185.446
676240.864 4613179.2365
676236.084 4613182.0165
676232.744 4613183.9665
676229.334 4613185.9465
676228.264 4613186.5665
676227.0345 4613187.287
676227.4945 4613188.0365
676225.9245 4613188.9675
676223.68 4613190.2975
676218.7325 4613193.2295
676218.0445 4613193.637
676221.9445 4613201.067
676225.765 4613208.347
676226.6185 4613207.8225
