"X" "Y"
675865.761 4610789.9765
675865.871 4610790.7065
675866.531 4610794.7265
675867.541 4610800.9165
675868.081 4610804.1765
675871.281 4610803.536
675874.111 4610802.976
675875.831 4610802.636
675878.841 4610802.046
675881.881 4610801.446
675881.331 4610798.236
675880.391 4610792.786
675880.031 4610790.706
675880.021 4610790.606
675879.471 4610787.426
675878.5605 4610782.086
675870.7505 4610783.516
675866.1105 4610784.3665
675864.8805 4610784.6165
675865.5005 4610788.4065
675865.761 4610789.9765
