"X" "Y"
675064.0965 4612833.6085
675064.9485 4612834.009
675067.7085 4612828.079
675066.8565 4612827.678
675068.2985 4612824.579
675067.008 4612820.359
675063.5495 4612818.416
675063.948 4612817.699
675055.728 4612813.0795
675055.3285 4612813.798
675052.038 4612811.9495
675048.878 4612818.9195
675050.688 4612819.7495
675050.428 4612820.5595
675049.278 4612824.0295
675049.268 4612824.0595
675048.9685 4612824.9695
675048.2385 4612827.1995
675051.4885 4612828.7495
675050.8575 4612830.1115
675050.9385 4612830.1495
675054.5485 4612831.8495
675056.0585 4612832.5495
675063.0585 4612835.8395
675064.0965 4612833.6085
