"X" "Y"
677122.784 4612711.7285
677124.644 4612713.3685
677126.514 4612715.0985
677133.154 4612721.058
677140.3145 4612727.598
677159.084 4612706.047
677153.6035 4612700.6875
677152.1135 4612699.2275
677145.7335 4612692.9875
677143.7735 4612691.0675
677140.8535 4612691.2375
677132.1835 4612691.728
677125.0935 4612692.108
677123.7935 4612694.3685
677117.1435 4612706.6085
677122.784 4612711.7285
677143.2935 4612699.0875
677147.3935 4612702.6275
677145.404 4612704.9275
677143.2335 4612703.2075
677141.384 4612705.318
677139.3135 4612703.438
677143.2935 4612699.0875
