"X" "Y"
674537.0125 4613343.3595
674536.9315 4613343.577
674536.7465 4613344.2485
674536.662 4613344.557
674536.212 4613345.787
674537.414 4613346.226
674536.662 4613348.257
674538.662 4613348.997
674538.382 4613349.757
674547.202 4613353.037
674547.4965 4613352.2405
674547.732 4613352.327
674552.4525 4613354.085
674553.262 4613354.3865
674554.292 4613351.6465
674554.5095 4613351.0655
674556.6675 4613345.305
674556.682 4613345.2665
674558.566 4613340.228
674558.5815 4613340.1865
674560.3915 4613335.3365
674560.4215 4613335.2565
674563.7315 4613326.426
674555.181 4613323.2565
674555.0505 4613323.208
674552.421 4613322.2365
674551.9465 4613322.0585
674550.371 4613321.4665
674545.901 4613319.8165
674545.6665 4613320.445
674544.831 4613322.687
674544.8165 4613322.726
674543.781 4613322.337
674542.751 4613325.107
674543.782 4613325.4975
674542.6815 4613328.447
674542.6665 4613328.485
674542.574 4613328.724
674540.115 4613335.0485
674539.26 4613337.2475
674538.2315 4613336.847
674535.9815 4613342.977
674537.0125 4613343.3595
