"X" "Y"
675484.97 4614823.3455
675494.64 4614828.4355
675497.29 4614829.835
675495.1005 4614833.9955
675499.1605 4614836.125
675496.4405 4614841.3155
675501.7205 4614844.105
675506.3005 4614846.515
675509.1405 4614841.125
675511.1805 4614837.275
675513.0005 4614838.235
675513.0405 4614838.145
675527.16 4614811.3745
675533.9195 4614798.574
675548.0385 4614771.7935
675546.2385 4614770.8435
675548.2685 4614766.9835
675551.1485 4614761.5235
675546.8285 4614759.2535
675541.278 4614756.3235
675538.5585 4614761.4935
675534.4685 4614759.334
675532.2785 4614763.494
675529.5985 4614762.074
675515.958 4614754.8845
675507.828 4614750.5945
675506.238 4614753.6045
675502.128 4614761.395
675495.278 4614757.765
675474.569 4614796.866
675459.609 4614788.976
675450.9495 4614805.3865
675473.1595 4614817.106
675484.97 4614823.3455
675493.6195 4614810.3555
675481.7995 4614804.1255
675499.8285 4614770.325
675508.008 4614761.7945
675519.7085 4614772.9945
675509.389 4614792.5545
675493.6195 4614810.3555
