"X" "Y"
675837.361 4615495.268
675837.341 4615496.468
675838.791 4615496.488
675843.991 4615496.578
675845.5915 4615496.598
675850.7915 4615496.6875
675852.2415 4615496.7075
675852.2615 4615495.5075
675857.8015 4615495.5975
675857.7815 4615496.8075
675859.2315 4615496.8275
675864.4315 4615496.9175
675866.0315 4615496.937
675870.4415 4615497.007
675870.5215 4615497.597
675870.4515 4615502.427
675870.4015 4615505.547
675868.4015 4615505.517
675868.332 4615510.5375
675875.062 4615510.647
675875.1085 4615505.617
675875.15 4615501.148
675875.192 4615496.645
675875.199 4615495.887
675875.206 4615495.147
675875.2795 4615487.245
675875.285 4615486.657
675875.294 4615485.647
675875.3375 4615480.996
675875.343 4615480.417
675875.4305 4615470.977
675873.0505 4615470.938
675871.6005 4615470.914
675866.4005 4615470.829
675864.8005 4615470.8025
675859.6005 4615470.718
675858.1505 4615470.694
675855.3005 4615470.6475
675852.6305 4615470.6035
675851.1805 4615470.5795
675845.9805 4615470.4935
675844.3805 4615470.4675
675839.1805 4615470.381
675837.7305 4615470.357
675835.3605 4615470.318
675835.2265 4615479.758
675835.217 4615480.416
675835.171 4615483.698
675835.151 4615485.058
675835.1375 4615485.998
675835.128 4615486.665
675835.021 4615494.188
675835.006 4615495.228
675837.361 4615495.268
