"X" "Y"
676091.9985 4613680.063
676092.3485 4613680.153
676093.1385 4613684.343
676093.2285 4613684.873
676098.1185 4613684.4225
676098.289 4613685.0025
676104.0485 4613684.0125
676102.6185 4613679.2025
676102.3785 4613676.4025
676102.178 4613674.0425
676102.068 4613672.6825
676101.808 4613669.6625
676098.577 4613669.82195
676097.84405 4613669.8558
676094.438 4613670.0125
676094.3343 4613673.0178
676092.81695 4613672.73055
676088.50815 4613671.91485
676087.928 4613671.843
676087.5535 4613671.73415
676087.0478 4613677.72255
676086.8728 4613679.22755
676086.9008 4613680.2704
676087.0885 4613680.253
676088.2961 4613680.2037
676091.9985 4613680.063
