"X" "Y"
677719.9035 4611941.2375
677718.1735 4611944.0175
677718.0135 4611944.2775
677718.8635 4611944.7975
677716.924 4611947.8975
677716.084 4611947.3675
677715.404 4611948.4575
677708.434 4611959.618
677709.274 4611960.148
677707.664 4611962.728
677706.824 4611962.198
677706.664 4611962.448
677706.664 4611962.458
677704.9245 4611965.238
677704.7645 4611965.488
677705.6145 4611966.018
677704.2145 4611968.258
677703.3645 4611967.728
677694.5945 4611981.7785
677695.4445 4611982.2985
677694.045 4611984.5385
677693.195 4611984.0185
677693.035 4611984.2685
677691.305 4611987.0485
677691.145 4611987.3085
677691.985 4611987.8385
677690.385 4611990.4185
677689.535 4611989.8885
677686.212 4611995.2175
677686.205 4611995.2285
677694.985 4612000.6015
677695.5355 4612000.9385
677697.7405 4611997.437
677706.048 4611984.246
677708.156 4611980.898
677708.2945 4611980.678
677708.536 4611980.2875
677710.614 4611976.93
677715.9765 4611968.2665
677718.8185 4611963.675
677720.7115 4611960.615
677720.834 4611960.4175
677721.0925 4611960.005
677723.341 4611956.4205
677724.694 4611954.2625
677726.0755 4611952.06
677733.3005 4611940.538
677735.6415 4611936.8055
677735.8035 4611936.547
677735.7425 4611936.509
677735.7285 4611936.5005
677735.2165 4611936.1815
677734.534 4611935.7565
677730.4545 4611933.216
677728.761 4611932.1615
677726.4735 4611930.737
677724.525 4611933.8545
677722.0035 4611937.8875
677722.8435 4611938.4175
677720.9135 4611941.5075
677720.0635 4611940.9775
677719.9035 4611941.2375
