"X" "Y"
677633.296 4612312.803
677634.184 4612311.5315
677644.204 4612297.171
677643.823 4612296.902
677642.2415 4612295.784
677638.211 4612292.935
677636.371 4612291.6345
677636.0835 4612291.431
677634.822 4612293.2445
677631.801 4612297.589
677631.03 4612298.698
677629.3175 4612301.1605
677628.364 4612302.5315
677627.714 4612303.4715
677626.084 4612305.8115
677626.051 4612305.8595
677624.6935 4612307.813
677623.944 4612308.8915
677621.954 4612311.7615
677621.929 4612311.7975
677613.1045 4612324.502
677621.1545 4612330.222
677632.024 4612314.6315
677633.234 4612312.8915
677633.296 4612312.803
